Pclass,Sex,Age,SibSp,Parch,Fare,Embarked_0,Embarked_1,Embarked_2
0.0,0.0,0.629972247918594,0.125,0.0,0.20772776566317125,1.0,0.0,0.0
1.0,1.0,0.39209726443768994,0.125,0.2222222222222222,0.04577135170121086,0.0,0.0,1.0
1.0,0.0,0.2467292189771376,0.125,0.1111111111111111,0.030725752114070404,1.0,0.0,0.0
0.0,0.0,0.6564028016386944,0.125,0.1111111111111111,0.41282050681475896,1.0,0.0,0.0
1.0,0.0,0.22029866525703715,0.0,0.1111111111111111,0.031425107138144774,0.0,0.0,1.0
0.0,1.0,0.39209726443768994,0.0,0.0,0.10122885832000206,0.0,0.0,1.0
0.5,1.0,0.3392361569974891,0.0,0.0,0.025374310111545468,0.0,0.0,1.0
1.0,0.0,0.3524514338575393,0.0,0.0,0.01537917417160685,0.0,1.0,0.0
0.5,1.0,0.23351394211708737,0.0,0.0,0.1434624456306609,0.0,0.0,1.0
1.0,1.0,0.5308576714682173,0.0,0.0,0.029473237129564348,0.0,0.0,1.0
0.5,1.0,0.6431875247786442,0.125,0.2222222222222222,0.12687155055772734,0.0,0.0,1.0
0.5,1.0,0.5506805867582927,0.125,0.1111111111111111,0.06343577527886367,0.0,0.0,1.0
0.0,0.0,0.5903264173384433,0.0,0.1111111111111111,0.11594107850967697,1.0,0.0,0.0
1.0,1.0,0.3524514338575393,0.0,0.0,0.015330377421392339,0.0,0.0,1.0
1.0,1.0,0.39209726443768994,0.0,0.0,0.015126992566498259,0.0,1.0,0.0
1.0,1.0,0.37888198757763975,0.0,0.0,0.015330377421392339,0.0,0.0,1.0
0.0,1.0,0.39209726443768994,0.0,0.0,0.08881008539040913,0.0,0.0,1.0
0.0,1.0,0.511034756178142,0.125,0.0,0.13913573538264068,1.0,0.0,0.0
1.0,1.0,0.39209726443768994,0.25,0.0,0.04231498029001666,1.0,0.0,0.0
1.0,1.0,0.31280560327738866,0.0,0.0,0.015712553569072387,0.0,0.0,1.0
1.0,1.0,0.32602088013743885,0.0,0.0,0.018542765081513996,0.0,0.0,1.0
0.0,1.0,0.6035416941984935,0.0,0.0,0.050748620223090936,0.0,0.0,1.0
1.0,0.0,0.022069512356283863,0.125,0.1111111111111111,0.039452172548431745,0.0,0.0,1.0
0.5,1.0,0.5242500330381922,0.0,0.0,0.03122992013728673,0.0,0.0,1.0
1.0,0.0,0.39209726443768994,0.125,0.0,0.028212719478023115,1.0,0.0,0.0
0.0,0.0,0.4713889255979913,0.0,0.0,0.06183368037582086,1.0,0.0,0.0
0.0,0.0,0.8414166776793974,0.0,0.2222222222222222,0.16231419173453318,1.0,0.0,0.0
0.5,0.0,0.008854235496233646,0.125,0.2222222222222222,0.08115719346076702,1.0,0.0,0.0
0.0,0.0,0.8414166776793974,0.125,0.1111111111111111,0.051822148727810165,0.0,0.0,1.0
1.0,0.0,0.1145764503766354,0.125,0.1111111111111111,0.029757819776815374,1.0,0.0,0.0
1.0,1.0,0.39209726443768994,0.0,0.0,0.014102260811993537,1.0,0.0,0.0
1.0,0.0,0.008854235496233646,0.125,0.1111111111111111,0.03259622914329302,0.0,0.0,1.0
0.0,0.0,0.23351394211708737,0.125,0.0,0.11711220051482524,0.0,0.0,1.0
1.0,0.0,0.39209726443768994,0.0,0.0,0.013565496559633922,0.0,1.0,0.0
0.0,0.0,0.2863750495572882,0.0,0.1111111111111111,0.11594107850967697,1.0,0.0,0.0
0.5,1.0,0.5638958636183429,0.0,0.1111111111111111,0.04098927018018883,0.0,0.0,1.0
1.0,1.0,0.39209726443768994,0.0,0.0,0.01537917417160685,0.0,1.0,0.0
1.0,1.0,0.06171534293643452,0.5,0.2222222222222222,0.06126431989431795,0.0,0.0,1.0
0.0,0.0,0.5903264173384433,0.0,0.1111111111111111,0.12366716556464086,1.0,0.0,0.0
0.5,1.0,0.5374653098982424,0.0,0.0,0.025374310111545468,0.0,0.0,1.0
0.5,0.0,0.4053125412977402,0.0,0.0,0.04098927018018883,0.0,0.0,1.0
1.0,1.0,0.3458437954275142,0.0,0.0,0.014102260811993537,1.0,0.0,0.0
1.0,1.0,0.16743755781683628,0.5,0.2222222222222222,0.06126431989431795,0.0,0.0,1.0
1.0,0.0,0.39209726443768994,0.0,0.0,0.015834545444608664,0.0,0.0,1.0
1.0,0.0,0.23351394211708737,0.0,0.0,0.015175789316712771,0.0,0.0,1.0
1.0,0.0,0.39209726443768994,0.0,0.0,0.015126992566498259,0.0,1.0,0.0
0.5,1.0,0.814986123959297,0.0,0.0,0.018908740708122825,0.0,1.0,0.0
1.0,1.0,0.273159772697238,0.125,0.0,0.012678957201736696,0.0,0.0,1.0
1.0,1.0,0.23351394211708737,0.125,0.0,0.028212719478023115,1.0,0.0,0.0
0.5,0.0,0.15422228095678606,0.0,0.0,0.030741952635141623,0.0,0.0,1.0
0.0,0.0,0.696048632218845,0.0,0.0,0.0535706338814965,1.0,0.0,0.0
0.5,1.0,0.32602088013743885,0.0,0.0,0.061483905270283246,0.0,0.0,1.0
1.0,1.0,0.005550416281221092,0.125,0.1111111111111111,0.026887009368195294,0.0,0.0,1.0
1.0,0.0,0.39209726443768994,0.25,0.0,0.04538097769949478,0.0,1.0,0.0
0.5,1.0,0.3392361569974891,0.0,0.0,0.025374310111545468,0.0,0.0,1.0
1.0,1.0,0.39209726443768994,0.0,0.0,0.015126992566498259,0.0,1.0,0.0
1.0,1.0,0.39209726443768994,0.0,0.0,0.014785415314996686,0.0,0.0,1.0
1.0,1.0,0.39209726443768994,0.125,0.0,0.012565163180236457,1.0,0.0,0.0
0.5,1.0,0.5771111404783931,0.0,0.0,0.025374310111545468,0.0,0.0,1.0
0.0,0.0,0.5903264173384433,0.125,0.0,0.10257896680493714,0.0,0.0,1.0
0.5,1.0,0.39209726443768994,0.0,0.0,0.025130326360472913,0.0,0.0,1.0
0.5,0.0,0.39209726443768994,0.0,0.0,0.04098927018018883,0.0,0.0,1.0
1.0,1.0,0.39209726443768994,0.125,0.0,0.028212719478023115,1.0,0.0,0.0
0.0,1.0,0.5903264173384433,0.125,0.1111111111111111,0.2625265161540666,1.0,0.0,0.0
0.5,0.0,0.273159772697238,0.0,0.1111111111111111,0.04098927018018883,0.0,0.0,1.0
1.0,0.0,0.3392361569974891,0.0,0.2222222222222222,0.026887009368195294,0.0,0.0,1.0
0.0,0.0,0.2995903264173384,0.125,0.0,0.16057390443488287,0.0,0.0,1.0
1.0,1.0,0.24012158054711247,0.0,0.0,0.014110458666029575,1.0,0.0,0.0
0.0,1.0,0.5374653098982424,0.0,0.0,0.05953203526170282,0.0,0.0,1.0
1.0,1.0,0.39209726443768994,0.0,0.0,0.014736618564782174,0.0,0.0,1.0
0.0,1.0,0.8017708470992467,0.125,0.3333333333333333,0.5121218935012878,1.0,0.0,0.0
1.0,1.0,0.3524514338575393,0.0,0.0,0.015411575213749286,0.0,0.0,1.0
1.0,1.0,0.39209726443768994,0.0,0.0,0.014151057562208049,0.0,0.0,1.0
1.0,1.0,0.273159772697238,0.0,0.0,0.015712553569072387,0.0,0.0,1.0
1.0,1.0,0.32602088013743885,0.0,0.0,0.015216388212891242,0.0,0.0,1.0
0.5,1.0,0.3524514338575393,0.0,0.0,0.029343047399992037,1.0,0.0,0.0
0.0,0.0,0.7224791859389454,0.0,0.0,0.05410739813385612,1.0,0.0,0.0
0.0,0.0,0.7224791859389454,0.0,0.0,0.2647385704347907,1.0,0.0,0.0
1.0,1.0,0.3392361569974891,0.0,0.0,0.015175789316712771,0.0,0.0,1.0
0.5,0.0,0.4713889255979913,0.0,0.3333333333333333,0.07612293033463641,0.0,0.0,1.0
0.0,1.0,0.39209726443768994,0.0,0.0,0.051822148727810165,0.0,0.0,1.0
0.5,0.0,0.15422228095678606,0.25,0.1111111111111111,0.07612293033463641,0.0,0.0,1.0
1.0,0.0,0.45817364873794103,0.0,0.0,0.015126992566498259,0.0,1.0,0.0
1.0,0.0,0.39209726443768994,0.0,0.0,0.015126992566498259,0.0,1.0,0.0
1.0,1.0,0.4251354565878155,0.0,0.0,0.018542765081513996,0.0,0.0,1.0
1.0,0.0,0.49781947931809173,0.0,0.0,0.014110458666029575,1.0,0.0,0.0
1.0,0.0,0.2863750495572882,0.125,0.1111111111111111,0.023983602730431916,0.0,0.0,1.0
1.0,1.0,0.39209726443768994,0.0,0.0,0.015126992566498259,0.0,1.0,0.0
0.0,0.0,0.7092639090788952,0.125,0.1111111111111111,0.15977676072337862,0.0,0.0,1.0
0.0,0.0,0.5638958636183429,0.125,0.0,0.1082149914547131,1.0,0.0,0.0
1.0,1.0,0.2995903264173384,0.0,0.0,0.015216388212891242,0.0,0.0,1.0
1.0,1.0,0.39209726443768994,0.0,0.0,0.01537917417160685,0.0,0.0,1.0
0.5,0.0,0.7885555702391965,0.125,0.0,0.050748620223090936,0.0,0.0,1.0
1.0,1.0,0.3524514338575393,0.0,0.0,0.014102260811993537,1.0,0.0,0.0
1.0,0.0,0.25994449583718776,0.0,0.0,0.015330377421392339,0.0,0.0,1.0
1.0,1.0,0.39209726443768994,0.0,0.0,0.014110458666029575,1.0,0.0,0.0
0.0,1.0,0.5506805867582927,0.0,0.0,0.08295447536466788,0.0,0.0,1.0
0.5,1.0,0.4185278181577904,0.0,0.0,0.026350245115835676,0.0,0.0,1.0
1.0,1.0,0.39209726443768994,0.0,0.0,0.015126992566498259,0.0,1.0,0.0
1.0,0.0,0.4317430950178406,0.125,0.2222222222222222,0.04015972542654215,0.0,0.0,1.0
1.0,1.0,0.39209726443768994,0.0,0.0,0.014736618564782174,0.0,0.0,1.0
1.0,0.0,0.39209726443768994,0.0,0.0,0.030253985132996517,0.0,1.0,0.0
0.5,1.0,0.25994449583718776,0.0,0.0,0.02705779799394608,1.0,0.0,0.0
1.0,1.0,0.2929826879873133,0.0,0.0,0.014102260811993537,1.0,0.0,0.0
0.5,1.0,0.273159772697238,0.125,0.0,0.022446505098674838,0.0,0.0,1.0
0.5,1.0,0.18065283467688648,0.0,0.0,0.12687155055772734,0.0,0.0,1.0
1.0,1.0,0.4779965640280164,0.125,0.0,0.033962538149299316,0.0,0.0,1.0
1.0,1.0,0.39209726443768994,0.0,0.0,0.014110458666029575,1.0,0.0,0.0
0.5,0.0,0.3392361569974891,0.0,0.0,0.026350245115835676,0.0,0.0,1.0
0.0,1.0,0.6564028016386944,0.0,0.0,0.050748620223090936,0.0,0.0,1.0
1.0,0.0,0.2995903264173384,0.0,0.0,0.015712553569072387,0.0,0.0,1.0
1.0,1.0,0.23351394211708737,0.0,0.0,0.015126992566498259,0.0,0.0,1.0
1.0,1.0,0.31280560327738866,0.0,0.0,0.015330377421392339,0.0,0.0,1.0
0.5,1.0,0.5506805867582927,0.0,0.0,0.025374310111545468,0.0,0.0,1.0
1.0,0.0,0.23351394211708737,0.0,0.0,0.014110458666029575,1.0,0.0,0.0
0.0,1.0,0.16743755781683628,0.25,0.2222222222222222,0.5121218935012878,1.0,0.0,0.0
1.0,1.0,0.4185278181577904,0.0,0.0,0.015175789316712771,0.0,0.0,1.0
0.0,0.0,0.6167569710585438,0.125,0.0,0.11940564777490723,0.0,0.0,1.0
0.0,0.0,0.37888198757763975,0.0,0.0,0.4328841690069588,0.0,0.0,1.0
1.0,1.0,0.511034756178142,0.0,0.1111111111111111,0.026187654344120927,1.0,0.0,0.0
1.0,0.0,0.2467292189771376,0.125,0.0,0.031425107138144774,0.0,0.0,1.0
1.0,1.0,0.1872604731069116,1.0,0.2222222222222222,0.13575255909676825,0.0,0.0,1.0
1.0,0.0,0.39209726443768994,0.0,0.0,0.01537917417160685,0.0,1.0,0.0
0.5,1.0,0.2863750495572882,0.0,0.0,0.020494635090094415,0.0,0.0,1.0
0.5,0.0,0.31280560327738866,0.125,0.1111111111111111,0.07222738817151159,1.0,0.0,0.0
0.0,1.0,0.8414166776793974,0.125,0.0,0.14687821814567664,1.0,0.0,0.0
0.5,1.0,0.31280560327738866,0.0,0.0,0.020494635090094415,0.0,0.0,1.0
0.5,1.0,0.22029866525703715,0.0,0.0,0.1434624456306609,0.0,0.0,1.0
1.0,1.0,0.3392361569974891,0.0,0.0,0.015411575213749286,0.0,0.0,1.0
1.0,1.0,0.3392361569974891,0.0,0.0,0.01537917417160685,0.0,1.0,0.0
1.0,1.0,0.25994449583718776,0.0,0.0,0.015468569817999833,0.0,0.0,1.0
1.0,0.0,0.39209726443768994,0.0,0.0,0.01506999796224771,0.0,1.0,0.0
1.0,0.0,0.39209726443768994,0.0,0.0,0.028302115124416098,0.0,0.0,1.0
1.0,1.0,0.31280560327738866,0.0,0.0,0.016908073949327893,0.0,0.0,1.0
1.0,1.0,0.22029866525703715,0.0,0.0,0.016908073949327893,0.0,0.0,1.0
1.0,1.0,0.0,0.0,0.2222222222222222,0.028106928123558056,0.0,0.0,1.0
1.0,1.0,0.08814589665653495,0.125,0.1111111111111111,0.029757819776815374,1.0,0.0,0.0
0.5,0.0,0.39209726443768994,0.0,0.0,0.025374310111545468,0.0,0.0,1.0
0.0,1.0,0.748909739659046,0.125,0.1111111111111111,0.32179836714362564,0.0,0.0,1.0
0.5,1.0,0.44495837187789083,0.125,0.0,0.050748620223090936,0.0,0.0,1.0
1.0,0.0,0.5903264173384433,0.125,0.0,0.027537567642055148,0.0,0.0,1.0
1.0,1.0,0.273159772697238,0.0,0.0,0.015175789316712771,0.0,0.0,1.0
1.0,1.0,0.3656667107175895,0.0,0.0,0.04396587194327397,0.0,0.0,1.0
0.0,0.0,0.3656667107175895,0.375,0.2222222222222222,0.5133418122566507,0.0,0.0,1.0
1.0,0.0,0.6167569710585438,0.125,0.0,0.013663090060062943,0.0,0.0,1.0
1.0,0.0,0.4713889255979913,0.0,0.2222222222222222,0.031034733136428686,0.0,0.0,1.0
1.0,1.0,0.07493061979648474,0.125,0.1111111111111111,0.029757819776815374,1.0,0.0,0.0
0.0,1.0,0.39209726443768994,0.0,0.0,0.05024445219987461,1.0,0.0,0.0
0.0,1.0,0.39209726443768994,0.125,0.0,0.11272049299551928,1.0,0.0,0.0
1.0,0.0,0.008854235496233646,0.125,0.1111111111111111,0.023780217875537836,0.0,0.0,1.0
1.0,1.0,0.39209726443768994,0.0,0.0,0.015175789316712771,0.0,0.0,1.0
1.0,1.0,0.39209726443768994,0.0,0.0,0.014110458666029575,1.0,0.0,0.0
0.5,0.0,0.25994449583718776,0.25,0.1111111111111111,0.044893010197349675,0.0,0.0,1.0
1.0,0.0,0.20708338839698692,0.0,0.0,0.014931805565640218,0.0,0.0,1.0
0.5,1.0,0.39209726443768994,0.0,0.0,0.024861944234293106,1.0,0.0,0.0
0.5,0.0,0.5903264173384433,0.0,0.2222222222222222,0.05855610025741262,0.0,0.0,1.0
0.5,1.0,0.8282014008193472,0.125,0.0,0.050748620223090936,0.0,0.0,1.0
1.0,0.0,0.22029866525703715,0.0,0.0,0.015094396337354966,0.0,1.0,0.0
1.0,0.0,0.39209726443768994,0.0,0.0,0.015126992566498259,0.0,1.0,0.0
1.0,0.0,0.39209726443768994,0.125,0.0,0.030253985132996517,0.0,1.0,0.0
0.0,1.0,0.629972247918594,0.0,0.0,0.09856123757927521,1.0,0.0,0.0
0.5,1.0,0.37888198757763975,0.125,0.0,0.050748620223090936,0.0,0.0,1.0
0.0,0.0,0.4846042024580415,0.125,0.0,0.17566830077223786,0.0,1.0,0.0
1.0,1.0,0.5638958636183429,0.0,0.0,0.015411575213749286,0.0,0.0,1.0
0.0,1.0,0.39209726443768994,0.125,0.2222222222222222,0.29580589980036276,0.0,0.0,1.0
0.5,1.0,0.49781947931809173,0.125,0.0,0.04098927018018883,0.0,0.0,1.0
0.5,1.0,0.2863750495572882,0.25,0.0,0.061483905270283246,0.0,0.0,1.0
1.0,1.0,0.39209726443768994,0.0,0.0,0.015395374692678068,0.0,0.0,1.0
0.5,1.0,0.39209726443768994,0.0,0.0,0.03040857323767609,1.0,0.0,0.0
1.0,1.0,0.3524514338575393,0.0,0.0,0.016908073949327893,0.0,0.0,1.0
